projectId,userId,time,x,y,z,1d_signal,timestamp
SCAI-SENSEI,user_sensei_178,1667912863.016,156,864,-1666,2686,2022-11-08 13:07:43.016000032
SCAI-SENSEI,user_sensei_178,1667912863.216,-7,934,-1797,2738,2022-11-08 13:07:43.216000080
SCAI-SENSEI,user_sensei_178,1667912863.416,68,916,-1751,2735,2022-11-08 13:07:43.415999889
SCAI-SENSEI,user_sensei_178,1667912863.616,57,913,-1760,2730,2022-11-08 13:07:43.615999937
SCAI-SENSEI,user_sensei_178,1667912863.816,58,1016,-1771,2845,2022-11-08 13:07:43.815999985
SCAI-SENSEI,user_sensei_178,1667912864.016,77,949,-1729,2755,2022-11-08 13:07:44.016000032
SCAI-SENSEI,user_sensei_178,1667912864.216,37,974,-1779,2790,2022-11-08 13:07:44.216000080
SCAI-SENSEI,user_sensei_178,1667912864.416,106,961,-1739,2806,2022-11-08 13:07:44.415999889
SCAI-SENSEI,user_sensei_178,1667912864.616,61,979,-1747,2787,2022-11-08 13:07:44.615999937
SCAI-SENSEI,user_sensei_178,1667912864.816,53,943,-1754,2750,2022-11-08 13:07:44.815999985
SCAI-SENSEI,user_sensei_178,1667912865.016,101,970,-1800,2871,2022-11-08 13:07:45.016000032
SCAI-SENSEI,user_sensei_178,1667912865.216,277,909,-1785,2971,2022-11-08 13:07:45.216000080
SCAI-SENSEI,user_sensei_178,1667912865.416,-428,1041,-2160,3629,2022-11-08 13:07:45.415999889
SCAI-SENSEI,user_sensei_178,1667912865.616,0,693,-1754,2447,2022-11-08 13:07:45.615999937
SCAI-SENSEI,user_sensei_178,1667912865.816,569,667,-1953,3189,2022-11-08 13:07:45.815999985
SCAI-SENSEI,user_sensei_178,1667912866.016,162,877,-2098,3137,2022-11-08 13:07:46.016000032
SCAI-SENSEI,user_sensei_178,1667912866.216,30,932,-1362,2324,2022-11-08 13:07:46.216000080
SCAI-SENSEI,user_sensei_178,1667912866.416,-150,986,-1760,2896,2022-11-08 13:07:46.415999889
SCAI-SENSEI,user_sensei_178,1667912866.616,176,936,-1846,2958,2022-11-08 13:07:46.615999937
SCAI-SENSEI,user_sensei_178,1667912866.816,33,855,-1760,2648,2022-11-08 13:07:46.815999985
SCAI-SENSEI,user_sensei_178,1667912867.016,98,858,-1801,2757,2022-11-08 13:07:47.016000032
SCAI-SENSEI,user_sensei_178,1667912867.216,66,927,-1744,2737,2022-11-08 13:07:47.216000080
SCAI-SENSEI,user_sensei_178,1667912867.416,44,897,-1773,2714,2022-11-08 13:07:47.415999889
SCAI-SENSEI,user_sensei_178,1667912867.616,79,882,-1793,2754,2022-11-08 13:07:47.615999937
SCAI-SENSEI,user_sensei_178,1667912867.816,36,951,-1780,2767,2022-11-08 13:07:47.815999985
SCAI-SENSEI,user_sensei_178,1667912868.016,100,926,-1768,2794,2022-11-08 13:07:48.016000032
SCAI-SENSEI,user_sensei_178,1667912868.216,59,917,-1749,2725,2022-11-08 13:07:48.216000080
SCAI-SENSEI,user_sensei_178,1667912868.416,79,912,-1821,2812,2022-11-08 13:07:48.415999889
SCAI-SENSEI,user_sensei_178,1667912868.616,111,890,-1697,2698,2022-11-08 13:07:48.615999937
SCAI-SENSEI,user_sensei_178,1667912868.816,50,891,-1820,2761,2022-11-08 13:07:48.815999985
SCAI-SENSEI,user_sensei_178,1667912869.016,75,905,-1782,2762,2022-11-08 13:07:49.016000032
SCAI-SENSEI,user_sensei_178,1667912869.216,68,880,-1778,2726,2022-11-08 13:07:49.216000080
SCAI-SENSEI,user_sensei_178,1667912869.416,74,891,-1788,2753,2022-11-08 13:07:49.415999889
SCAI-SENSEI,user_sensei_178,1667912869.616,28,931,-1773,2732,2022-11-08 13:07:49.615999937
SCAI-SENSEI,user_sensei_178,1667912869.816,49,884,-1766,2699,2022-11-08 13:07:49.815999985
SCAI-SENSEI,user_sensei_178,1667912870.016,21,912,-1790,2723,2022-11-08 13:07:50.016000032
SCAI-SENSEI,user_sensei_178,1667912870.216,57,936,-1758,2751,2022-11-08 13:07:50.216000080
SCAI-SENSEI,user_sensei_178,1667912870.416,68,878,-1784,2730,2022-11-08 13:07:50.415999889
SCAI-SENSEI,user_sensei_178,1667912870.616,61,932,-1790,2783,2022-11-08 13:07:50.615999937
SCAI-SENSEI,user_sensei_178,1667912870.816,43,881,-1785,2709,2022-11-08 13:07:50.815999985
SCAI-SENSEI,user_sensei_178,1667912871.016,-9,788,-1773,2570,2022-11-08 13:07:51.016000032
SCAI-SENSEI,user_sensei_178,1667912871.216,-15,572,-1642,2229,2022-11-08 13:07:51.216000080
SCAI-SENSEI,user_sensei_178,1667912871.416,-185,632,-1147,1964,2022-11-08 13:07:51.415999889
SCAI-SENSEI,user_sensei_178,1667912871.616,77,695,-2692,3464,2022-11-08 13:07:51.615999937
SCAI-SENSEI,user_sensei_178,1667912871.816,-205,1065,-1752,3022,2022-11-08 13:07:51.815999985
SCAI-SENSEI,user_sensei_178,1667912872.016,7,1058,-1875,2940,2022-11-08 13:07:52.016000032
SCAI-SENSEI,user_sensei_178,1667912872.216,209,1145,-1641,2995,2022-11-08 13:07:52.216000080
SCAI-SENSEI,user_sensei_178,1667912872.416,232,1167,-1666,3065,2022-11-08 13:07:52.415999889
SCAI-SENSEI,user_sensei_178,1667912872.616,7,911,-1697,2615,2022-11-08 13:07:52.615999937
SCAI-SENSEI,user_sensei_178,1667912872.816,103,1217,-1642,2962,2022-11-08 13:07:52.815999985
SCAI-SENSEI,user_sensei_178,1667912873.016,0,1128,-1710,2838,2022-11-08 13:07:53.016000032
SCAI-SENSEI,user_sensei_178,1667912873.216,123,1056,-1657,2836,2022-11-08 13:07:53.216000080
SCAI-SENSEI,user_sensei_178,1667912873.416,10,1026,-1674,2710,2022-11-08 13:07:53.415999889
SCAI-SENSEI,user_sensei_178,1667912873.616,-48,1007,-1745,2800,2022-11-08 13:07:53.615999937
SCAI-SENSEI,user_sensei_178,1667912873.816,65,1060,-1742,2867,2022-11-08 13:07:53.815999985
SCAI-SENSEI,user_sensei_178,1667912874.016,-71,957,-1736,2764,2022-11-08 13:07:54.016000032
SCAI-SENSEI,user_sensei_178,1667912874.216,-29,993,-1714,2736,2022-11-08 13:07:54.216000080
SCAI-SENSEI,user_sensei_178,1667912874.416,-11,982,-1719,2712,2022-11-08 13:07:54.415999889
SCAI-SENSEI,user_sensei_178,1667912874.616,8,997,-1727,2732,2022-11-08 13:07:54.615999937
SCAI-SENSEI,user_sensei_178,1667912874.816,-5,1047,-1700,2752,2022-11-08 13:07:54.815999985
SCAI-SENSEI,user_sensei_178,1667912875.016,2,1016,-1697,2715,2022-11-08 13:07:55.016000032
SCAI-SENSEI,user_sensei_178,1667912875.216,-7,1050,-1678,2735,2022-11-08 13:07:55.216000080
SCAI-SENSEI,user_sensei_178,1667912875.416,-20,1034,-1705,2759,2022-11-08 13:07:55.415999889
SCAI-SENSEI,user_sensei_178,1667912875.616,-9,1032,-1656,2697,2022-11-08 13:07:55.615999937
SCAI-SENSEI,user_sensei_178,1667912875.816,16,1046,-1576,2638,2022-11-08 13:07:55.815999985
SCAI-SENSEI,user_sensei_178,1667912876.016,-14,1326,-1644,2984,2022-11-08 13:07:56.016000032
SCAI-SENSEI,user_sensei_178,1667912876.216,138,1133,-1687,2958,2022-11-08 13:07:56.216000080
SCAI-SENSEI,user_sensei_178,1667912876.416,171,1231,-1633,3035,2022-11-08 13:07:56.415999889
SCAI-SENSEI,user_sensei_178,1667912876.616,-46,1011,-2208,3265,2022-11-08 13:07:56.615999937
